text,x,y,z
visualisingdatacom,7.4986224,-26.446936,-2.4477415
What,-20.849718,28.692884,-19.153059
Value,-11.608226,-22.15918,29.689445
What,-10.2509575,19.602709,-32.543087
Value,-12.107342,-23.104254,30.08758
Anscombes,5.063098,2.939366,13.085879
It,-40.606144,10.892657,6.58753
relationship,-9.590163,-13.617759,-11.795314
variables,-4.1592083,-14.42515,27.47158
What,-13.19094,25.533659,-29.817291
Value,-11.608226,-22.15918,29.689445
What,-20.849718,28.692884,-19.153059
Value,-12.107342,-23.104254,30.08758
What,-6.0795007,25.766117,-32.07429
Different,-39.260918,-8.26431,-19.871117
Electric,15.092191,-12.869787,-3.9186544
What,-6.0795007,25.766117,-32.07429
Different,-38.45904,-9.313199,-21.196014
How,9.278312,40.631012,-16.554531
What,-20.849718,28.692884,-19.153059
Different,-39.260918,-8.26431,-19.871117
Quantitative,-13.182384,-28.084412,-1.8293964
How,7.600369,27.120798,-24.027643
Which,-16.684645,19.451765,-24.728865
What,-10.2509575,19.602709,-32.543087
Different,-39.260918,-8.26431,-19.871117
Informative,16.588448,-17.500479,-19.29052
Lunge,14.219204,0.4195994,0.28068158
What,-13.19094,25.533659,-29.817291
Different,-39.260918,-8.26431,-19.871117
What,-16.556736,22.709742,-36.25499
Different,-39.134277,-4.632613,-15.730531
What,-13.19094,25.533659,-29.817291
Different,-39.260918,-8.26431,-19.871117
PART,-18.845787,2.2640622,16.711681
Principles,2.3655772,-26.858377,-21.192999
Principles,33.05205,-18.239027,-21.304539
Before,-5.4005513,9.71882,4.3708444
brain,-0.84853333,4.2115116,15.658044
most,-19.996473,-14.6595,-1.331877
Visual,11.16922,-23.964863,-9.972746
processing,11.5501585,1.6213527,-7.5472603
Around,-11.2155695,10.465383,9.950883
Vision,17.2645,-21.911999,-12.38375
most,-19.996473,-14.6595,-1.331877
Seeing,1.5976157,-22.119873,-8.297671
Principles,0.24626447,-28.009298,-21.695086
How,4.2642207,30.850706,-25.810286
Our,-38.756794,16.959375,-5.5017476
reflecting,12.7892275,-5.727578,-22.304525
What,-20.849718,28.692884,-19.153059
building,23.091867,32.07125,1.377835
Even,-12.769072,13.912574,-7.04831
properties,-3.1260512,-10.102934,30.95951
These,-37.007587,7.5746894,-9.520521
specifically,-12.861695,-15.751684,-2.1683187
2D,-2.6611388,-5.313983,-35.488583
orientation,-8.608671,-5.2539783,3.2070913
Principles,0.5037043,-23.058098,-31.830038
And,-17.302635,13.980179,-9.797595
Principles,0.21705166,-21.876091,-32.30068
How,4.2642207,30.850706,-25.810286
If,-7.8023415,37.204796,-18.132023
can,-35.534653,5.314491,15.296072
Rather,-13.042361,15.964992,-15.188377
text,5.2976503,-10.930563,16.071232
such,-27.122269,9.333684,-8.681058
Principles,2.3655772,-26.858377,-21.192999
What,-20.849718,28.692884,-19.153059
Principles,33.05205,-18.239027,-21.304539
What,-8.189024,22.151217,-25.257442
Yet,-12.276579,15.37431,-7.4882517
Most,-21.511955,-14.854082,-2.7962687
values,-3.2934935,-15.038628,31.677483
Principles,33.05205,-18.239027,-21.304539
What,-8.189024,22.151217,-25.257442
Principles,33.05205,-18.239027,-21.304539
What,-16.556736,22.709742,-36.25499
Facts,-4.291677,15.9043865,10.236919
Domestic,-6.9858136,7.363449,17.500841
Domestic,-7.426766,7.7509522,17.5449
international,-10.991825,3.135343,16.61106
international,-10.9918585,3.1354277,16.611
Domestic,-6.9858136,7.363449,17.500841
quarterly,-7.6942954,-27.981817,1.0040711
month,-19.513016,1.4790585,31.511238
Principles,33.05205,-18.239027,-21.304539
When,-9.728803,40.632923,9.097194
visualize,11.07056,-9.055965,-16.890427
accurately,-10.129081,-13.600575,-0.33172885
perceive,1.3199788,-16.554985,-14.215171
Principles,33.05205,-18.239027,-21.304539
It,-40.606144,10.892657,6.58753
Graphs,15.1878,-19.733362,4.0758076
harder,-12.988053,2.5882382,-2.9894967
Encodings,22.66365,-21.544886,-3.233945
us,-10.437491,1.0617849,25.10246
Principles,33.05205,-18.239027,-21.304539
Nevertheless,-12.010754,16.591364,-6.75436
not,-12.297292,29.174816,-4.1455436
Spurring,13.51478,8.191361,-8.78022
sometimes,-34.628223,-7.8039227,-10.210023
Nonstandard,-20.110512,-3.6494546,-7.0580587
visualization,13.381094,-19.745218,-5.4892955
Also,-18.284195,14.047125,-11.190503
graphs,17.96175,-15.29033,5.0214095
Principles,33.05205,-18.239027,-21.304539
What,-8.189024,22.151217,-25.257442
learn,-3.6110885,-14.819061,-5.800723
graph,17.882301,-15.693043,2.4106982
Principles,0.24626447,-28.009298,-21.695086
Fifty,-2.7185698,-35.93144,4.851829
of,-22.00414,30.21814,15.920279
rate,-13.540484,-7.5994186,-2.140159
colors,20.600094,-7.2957096,10.972759
like,-23.615421,12.457692,-11.063288
Principles,1.599727,-28.577812,-19.753086
Data,15.727569,2.3906736,32.353096
perceive,1.3199788,-16.554985,-14.215171
We,-31.90358,18.060272,0.2820477
everything,-29.640879,6.0997195,-0.7618456
Principles,2.3974507,-29.190388,-21.98222
Data,9.300082,-19.218084,33.663082
For,1.9867547,44.209667,-7.2666306
For,1.9867547,44.209667,-7.2666306
reports,2.2767913,-19.614138,-1.9375979
people,-0.64946806,2.9589045,18.160795
argument,-2.0998833,-10.648307,23.52419
Principles,2.3974507,-29.190388,-21.98222
What,-6.0795007,25.766117,-32.07429
Principles,0.5037043,-23.058098,-31.830038
What,-20.849718,28.692884,-19.153059
Artist,28.645504,-6.2034802,-17.982483
day,-25.847485,-0.4338642,32.46611
extra,-17.248285,8.157801,-12.555755
Principles,0.5037043,-23.058098,-31.830038
Data,9.300082,-19.218084,33.663082
If,-7.3041363,27.517351,-14.187879
¼,-36.739975,4.164871,27.743204
¼,-36.739975,4.164871,27.743204
graphic,15.753107,-11.051159,-0.20341565
Principles,0.5037043,-23.058098,-31.830038
OECD,-14.22157,-37.580296,-15.927567
Principles,33.05205,-18.239027,-21.304539
OECD,-14.221513,-37.580296,-15.927564
An,-43.944542,2.4476542,-2.9553268
definitions,22.662281,-15.296518,-36.72064
It,-40.606144,10.892657,6.58753
Each,-39.821598,-0.90891683,8.729763
Each,-39.821598,-0.90891683,8.729763
importance,0.70068264,-9.162901,-13.7245455
Principles,0.24626447,-28.009298,-21.695086
Gestalt,24.70239,-35.81262,-16.28287
human,-0.95569354,3.6278634,16.623343
group,6.7568164,3.276744,-2.3951006
perceive,0.9051523,-16.379736,-13.789115
groups,6.6922626,3.24131,-2.3566697
Gestalt,24.70239,-35.81262,-16.28287
Principles,33.05205,-18.239027,-21.304539
Gestalt,24.70239,-35.81262,-16.28287
Gestalt,28.468807,-30.727705,-10.449779
German,-8.640592,0.27937755,19.21677
We,-32.2839,19.675312,8.610982
To,-17.837914,16.801897,19.473608
understand,-3.466058,-19.467495,-19.127817
creating,29.828642,-0.0067404895,-21.124252
network,-12.03225,-10.153052,-13.819895
Principles,22.918255,-24.869925,-27.24779
Gestalt,28.468807,-30.727705,-10.449779
We,-32.82829,23.13011,6.2473
Principles,0.24626447,-28.009298,-21.695086
Gestalt,28.468807,-30.727705,-10.449779
We,-31.90358,18.060272,0.2820477
In,-2.5686588,38.101532,-1.0809745
Principles,22.918255,-24.869925,-27.24779
Gestalt,27.287281,-28.246674,-15.3971615
Our,-38.756794,16.959375,-5.5017476
Adding,-11.086435,7.757652,-35.05239
Principles,1.7796849,-27.33648,-23.367088
Gestalt,27.864746,-29.459858,-13.026002
Bounded,-5.67777,-14.429755,8.835078
In,-26.110628,37.195263,6.5440226
other,-21.604374,4.938758,-15.532693
Principles,2.0284603,-21.660639,-30.905548
Gestalt,27.287281,-28.246674,-15.3971615
Our,-38.756794,16.959375,-5.5017476
We,-32.42377,16.528751,1.5220168
image,11.688809,-11.561887,1.1082404
Principles,22.918255,-24.869925,-27.24779
Gestalt,27.287281,-28.246674,-15.3971615
admiration,8.991079,-14.020886,-11.223186
placed,-0.31414595,0.72305876,9.520661
Principles,2.3974507,-29.190388,-21.98222
Gestalt,24.70239,-35.81262,-16.28287
Objects,10.298565,0.9905676,27.803099
In,-26.110628,37.195263,6.5440226
horizontal,-14.236983,-5.000218,10.792887
along,-13.242704,9.726182,12.299568
bars,11.771096,-5.5641375,14.810215
Principles,22.918255,-24.869925,-27.24779
Gestalt,27.287281,-28.246674,-15.3971615
How,4.2642207,30.850706,-25.810286
Principles,22.918255,-24.869925,-27.24779
Gestalt,24.70239,-35.81262,-16.28287
Objects,9.824108,1.4337213,27.689243
Principles,22.918255,-24.869925,-27.24779
Gestalt,27.287281,-28.246674,-15.3971615
Objects,10.298565,0.9905676,27.803099
Principles,22.918255,-24.869925,-27.24779
Gestalt,27.287281,-28.246674,-15.3971615
We,-31.90358,18.060272,0.2820477
In,-26.110628,37.195263,6.5440226
At,-22.025482,16.456665,25.905643
Adding,-12.2913,6.9899945,-33.432026
Connecting,-12.167426,-9.102158,-13.879957
other,-20.695812,4.951416,-15.389046
Principles,2.3974507,-29.190388,-21.98222
Preattentive,-1.9726188,-10.541343,-28.866062
It,-18.95693,37.88364,-7.3308954
Because,-3.2241585,13.616648,-37.59993
combine,-0.9728151,8.065737,-2.423424
All,-26.286669,3.6632302,-0.28017494
filters,9.578802,0.036000893,-11.906593
salience,1.9777378,-8.632586,-13.935749
processing,11.914147,2.1872954,-7.417418
Preattentive,-2.3756592,-9.887195,-28.47482
Principles,2.3974507,-29.190388,-21.98222
Preattentive,-2.0988357,-11.703942,-27.265043
For,-0.98764414,39.227173,-13.17504
Principles,2.3974507,-29.190388,-21.98222
Preattentive,-2.3756592,-9.887195,-28.47482
Hard,-12.063963,1.3930378,-1.4892089
Principles,0.5037043,-23.058098,-31.830038
Preattentive,-2.6200979,-11.1716175,-26.848795
It,-40.606144,10.892657,6.58753
Preattentive,-2.6200979,-11.1716175,-26.848795
surroundings,-10.609897,12.792075,6.726651
Where,-23.913975,11.202575,-21.200418
aspects,-7.626179,-5.4175587,29.186329
Principles,22.918255,-24.869925,-27.24779
Preattentive,-3.2639775,-10.817263,-28.801216
processing,11.5501585,1.6213527,-7.5472603
Examples,-7.7054696,4.9270344,33.139935
attentive,-0.71104455,-7.9736295,-23.072613
direct,-8.804775,-7.8199134,1.3135228
attention,-2.7000747,-10.881162,-18.469858
Principles,1.599727,-28.577812,-19.753086
Examples,-3.9067514,4.736128,29.403166
attentive,-0.45599467,-7.4679403,-22.982214
What,-20.849718,28.692884,-19.153059
Principles,1.599727,-28.577812,-19.753086
Examples,-5.8475637,1.9546343,36.17554
attentive,-0.5617679,-7.6512904,-23.538233
We,-32.42377,16.528751,1.5220168
color,28.852283,6.5326214,35.504105
crosstab,13.050033,-23.293,7.0335855
visualization,13.366835,-18.954042,-5.815997
Principles,0.10078196,-31.089022,-20.73363
Examples,-6.6626,3.8284216,34.49184
Intensity,-10.431574,0.19914834,-0.797748
Principles,22.918255,-24.869925,-27.24779
Examples,-9.982294,2.6416035,34.347866
Enclosure,5.787039,1.876384,13.020362
Principles,0.10078196,-31.089022,-20.73363
Examples,-3.3292303,4.2112675,29.893917
Shapes,18.346098,-11.280468,8.525428
Principles,22.918255,-24.869925,-27.24779
Examples,-3.4966443,4.018071,29.009663
Width,-16.988588,-12.734255,8.550382
easier,-14.124933,0.87214226,-5.9902854
Principles,22.918255,-24.869925,-27.24779
use,6.0543494,19.23541,-17.432499
attributes,-2.9959772,-8.670319,27.081816
Where,-23.725662,12.158519,-22.169672
Principles,22.918255,-24.869925,-27.24779
use,6.0543494,19.23541,-17.432499
attributes,-3.0406187,-8.780179,27.09794
Where,-22.801556,11.847646,-21.172365
PART,-24.578554,0.79135376,19.387518
Course,4.901249,-3.896162,-1.2463577
Course,9.079299,-4.141549,1.8863095
Course,16.317368,-3.37558,4.110185
Identify,18.34525,-8.927733,-32.634544
Design,26.017729,12.55001,-8.376522
Process,9.838829,2.550461,-6.1530085
Produce,8.784012,5.215849,-27.959303
Create,13.024768,13.728706,-35.017433
Associate,-12.815894,-5.3695703,-18.403692
sciences,-9.521297,-29.46607,-6.97854
Course,9.079299,-4.141549,1.8863095
Lectures,14.466106,-1.4944036,-0.7483372
Exercise,11.714835,34.298515,2.4570537
Building,30.959116,22.060028,6.2170014
Design,4.605472,24.665066,-4.0894465
Interactivity,20.242847,-13.830921,-13.546557
colors,20.717863,-8.059745,12.024615
Practices,3.4893115,-20.577738,-30.02921
Use,1.0376205,18.99947,-13.00625
Gephi,9.57311,-32.00771,4.012997
Week,-24.064611,-0.6484129,34.608578
Week,-24.070992,1.1692488,33.840126
Week,-24.064611,-0.6484129,34.608578
Week,-24.064611,-0.6484129,34.608578
Week,-19.049824,8.311831,29.711544
Week,-24.070992,1.1692488,33.840126
Week,-23.201975,-0.32317066,32.87297
Week,-17.783274,8.041997,30.961977
Week,-24.064611,-0.6484129,34.608578
Week,-18.873653,9.410899,31.675608
Week,-22.416758,0.402351,34.521152
Week,-17.763475,9.7870655,30.084633
Week,-18.873653,9.410899,31.675608
Lecture,14.401691,-0.96932966,-0.435442
Guidelines,3.9956038,-23.906836,-26.673
Introduction,-1.0637007,10.747473,14.673364
Course,17.10416,-2.8604047,3.708702
Five,-14.430231,-3.278058,-33.844166
Building,24.143967,34.140156,0.2869448
Design,26.017729,12.55001,-8.376522
Building,22.627419,30.160137,-8.77934
Design,40.43614,14.93887,-15.635422
Building,29.153185,23.761631,5.838007
Design,4.145683,26.921013,-5.4755354
Building,17.998058,29.925526,-16.073904
Building,17.998058,29.925526,-16.073904
Features,-0.06575263,20.775703,7.7318444
interactivity,34.89249,-17.574963,-11.093434
of,-15.261288,25.04787,14.430934
Introducing,20.722794,3.8250258,-1.7993548
Application,7.0896797,-8.342802,2.2250938
Dashboard,39.732307,-10.991549,23.516985
Features,-1.0070578,20.69255,8.628626
Review,5.623477,17.7097,19.89857
Building,21.812347,31.31399,-9.327876
Statistical,-7.84568,-29.858677,-2.0436366
Building,17.998058,29.925526,-16.073904
Statistical,-7.8433414,-29.853743,-2.039096
Visualization,11.524858,-17.908388,-10.014339
Qualitative,10.783526,-34.77281,-10.671214
Qualitative,11.685288,-28.991795,-15.947624
Conclusion,-0.74106425,14.90194,16.3593
Course,10.591812,-3.4665291,1.6138167
Operations,-1.1351691,-28.027264,-5.1645308
Exercise,8.851973,39.229465,5.5921826
Introducing,20.722912,3.8248885,-1.7993556
Tableau,11.123266,-18.181883,23.767916
Tableau,-0.34311482,-26.148989,30.641186
Tableau,16.467813,-21.312284,24.64621
Tableau,20.383438,-15.226945,21.402937
Tableau,0.084015556,-26.205582,29.144934
Tableau,20.383438,-15.226945,21.402937
Excel,11.029611,-23.559807,13.072824
Tableau,20.383438,-15.226945,21.402937
annotation,16.888594,-29.704798,22.234901
Tableau,-1.3096411,-26.852724,29.524796
Tableau,-0.98948807,-25.229404,29.374578
Tableau,-0.34311482,-26.148989,30.641186
SPSS,10.748311,-27.487562,9.542621
Tableau,19.804743,-11.748727,26.749231
SPSS,10.747973,-27.487984,9.537571
NVivo,10.760715,-27.411299,10.8358555
Tableau,-1.3096411,-26.852724,29.524796
Inclass,-15.68992,-34.838505,18.974684
Tableau,-1.3096411,-26.852724,29.524796
Tableau,14.269779,-18.594074,19.504398
Inclass,-18.257814,-36.091805,19.54658
Project,26.520319,-2.065956,-2.6715593
Project,23.184628,-2.28654,0.98330754
Project,27.357632,-6.713425,1.926174
Inclass,-18.257814,-36.091805,19.54658
Project,21.199306,-9.059581,3.6801596
Project,27.357632,-6.713425,1.926174
Presentation,19.587847,-1.8698777,-8.62939
Presentation,18.457418,-2.2863293,-6.2271333
Course,17.221579,-3.830422,3.4072933
Course,9.273325,-4.921306,0.55765045
ParticipationDiscussion,36.33349,-17.414883,-2.837165
Assignments,1.794021,-7.9425635,-2.5864384
Inclass,-16.396708,-34.335697,18.2093
Term,-1.1717825,-22.268456,14.590742
Total,-20.936823,2.7365866,3.7657
Course,9.176543,-3.094298,0.75380284
Software,5.7995534,-8.524723,3.0742605
Tableau,16.467813,-21.312284,24.64621
Gephi,9.573121,-32.00771,4.0130453
Visualize,11.041823,-10.2718,-17.057476
TimeSearcher2,-14.423979,-38.370407,28.276302
Spotfire,12.837783,-26.094744,7.4521475
Course,10.772406,-4.8821282,0.7665883
Textbooks,13.760649,-2.637376,-0.46732625
Kirk,-9.593053,-11.351827,21.381842
Few,-29.600803,0.064745486,-5.936681
Milligan,-20.074085,-3.4197335,3.9586508
Krum,-9.594044,-11.448109,21.400827
Wong,-14.095417,-7.0318985,21.260708
Cairo,-7.3903084,-7.4972563,14.909761
CA,3.4517033,-7.971219,7.795334
Lima,-7.402313,-8.2517,14.3398905
Foreman,4.394217,10.069463,19.610125
Course,10.30319,-5.072151,2.0775208
Create,13.024768,13.728706,-35.017433
Your,-36.552586,17.690804,-8.829745
Make,10.625226,6.2155657,-26.838634
Final,-1.9569572,15.625207,17.168928
Each,-39.00231,-1.1806445,6.321473
Deadline,-2.3372774,16.777311,17.142021
Course,10.591812,-3.4665291,1.6138167
Create,9.692744,17.224726,-39.095562
Agenda,29.976175,-9.265336,2.3113942
What,-6.0795007,25.766117,-32.07429
Why,-6.9416933,11.365932,-42.930794
What,-4.191403,25.769197,-39.20997
What,-23.658972,10.921764,-33.83264
What,-10.80381,24.280586,-33.81679
Evaluation,3.8454375,16.92681,15.655476
Informativeness,17.241882,-17.480118,-18.495852
Course,17.48756,-3.3471766,4.5178137
Data,4.2029405,1.955394,40.477776
Google,10.991846,-24.762518,17.832027
Hong,-12.399192,-5.7298636,18.676157
Hong,-12.605325,-6.4973865,18.214802
Gapminder,8.166813,-30.844639,7.4554567
UN,-11.07382,-0.1101233,23.96064
World,-5.9764256,-0.9022133,16.427565
Course,10.156676,-3.8107598,0.047855224
Plagiarism,27.774145,-15.125841,-5.8814697
Plagiarism,27.774145,-15.125841,-5.8814697
dishonesty,9.630324,-18.083149,-14.8765135
SM,-10.359461,-42.022793,13.620063
Understanding,-7.3924494,-21.62703,-22.202942
Week,-17.763475,9.7870655,30.084633
Dr,27.903765,25.49791,19.910013
chenyanghecuhkeduhk,-31.766783,-17.068735,8.11549
Five,-16.498146,-3.7916145,-34.698624
Building,17.998058,29.925526,-16.073904
Start,11.636565,28.310259,26.429045
PART,-28.271603,0.15410464,25.478653
Five,-42.923153,-11.98609,0.75387466
Five,-13.984971,-5.2279024,-33.49947
Five,-19.128277,-4.9642205,-33.85211
Show,12.603785,-6.9895263,-7.7301574
Reduce,6.336259,11.7872,-4.269156
Integrate,-1.9011438,7.225384,-0.7989275
Avoid,0.47756386,19.778996,-20.655424
Start,11.636565,28.310259,26.429045
Five,-14.715431,-4.2684608,-32.229843
Five,-15.073635,-6.6185613,-34.404297
Data,9.300082,-19.218084,33.663082
decennial,-7.2196693,-29.07642,-0.35604128
There,-31.78674,14.483236,-18.772846
except,-10.309753,20.850254,-10.855987
There,-31.613832,16.22152,-18.888422
city,-6.7201805,-5.9373183,16.71167
Five,-16.83682,-6.5395694,-34.14874
This,-29.47722,1.6507301,-25.882307
Five,-16.848648,-7.0327334,-32.52689
values,-3.8932188,-15.803833,31.357115
This,-40.241714,5.8782763,-21.741686
No,-9.388066,31.998734,-5.688092
Five,-42.923153,-11.98609,0.75387466
Dont,-13.955482,23.995192,-4.137866
Five,-43.81587,-18.30827,-11.779871
Clutter,-3.453565,-4.3904767,-6.269472
There,-32.850616,15.395963,-19.819689
Heavy,-11.020019,1.0281973,-1.1652634
unnecessary,-6.1835527,-2.0380328,-18.111004
schooling,5.8000016,0.56199586,-0.4333323
problems,2.1881907,-9.967315,8.814272
Five,-15.044588,-6.413894,-32.52554
Five,-16.498146,-3.7916145,-34.698624
Five,-16.507605,-5.588217,-35.559166
If,-7.2669535,33.655758,-16.742432
3D,-2.690776,-5.286634,-35.486652
should,-15.595021,19.355204,1.7778022
chart,26.131992,-18.990889,5.333517
everything,-29.640833,6.1001606,-0.76195383
chartNathan,-19.544693,-29.593012,27.746302
Five,-16.40499,-3.0830998,-32.824852
Dont,-14.272515,24.458027,-4.3230577
make,11.669312,0.7275588,-25.162888
Identify,18.345877,-8.929858,-32.63756
Five,-16.647934,-5.049183,-32.087875
As,-12.864165,-5.507484,28.609268
Five,-14.215791,-6.08563,-30.26946
graphs,17.967323,-15.292379,5.016927
Adding,-11.994117,8.245725,-33.286076
readers,3.8790472,11.253741,24.724598
Three,-29.482204,-4.1721163,3.870135
creating,29.828642,-0.0067404895,-21.124252
Five,-41.4455,-11.502312,2.0546153
Where,-23.725662,12.158519,-22.169672
Filmographics,30.318783,-25.881332,-1.0933422
Spielberg,28.4518,-29.40642,-4.5603795
visualisingdatacom,6.917645,-25.52342,-2.7545977
Five,-15.746965,-5.1306615,-33.749187
¼,-38.4367,-13.012608,17.559828
Many,-26.664715,1.3746008,-7.0767603
forces,-2.841825,-11.546406,8.6094885
Five,-41.201256,-10.672448,0.48385715
¼,-38.4367,-13.012608,17.559828
Five,-14.759454,-4.719786,-35.179413
¼,-38.4367,-13.012608,17.559828
Removing,4.593748,13.9327135,-6.250764
map,19.024044,-23.627657,13.684419
too,-22.552412,17.231653,16.821108
If,-7.3041363,27.517351,-14.187879
Five,-16.647934,-5.049183,-32.087875
¼,-38.4367,-13.012608,17.559828
Five,-42.923153,-11.98609,0.75387466
¼,-36.739975,4.164871,27.743204
Use,-1.4924376,16.817247,-15.473714
Five,-42.923153,-11.98609,0.75387466
¼,-38.4367,-13.012608,17.559828
headline,2.360379,-17.61622,8.930307
Five,-41.057693,-12.415897,0.08962464
¼,-38.4367,-13.012608,17.559828
Once,-33.523502,-7.4141893,-3.7918572
more,-18.188845,5.6014943,-7.717652
Sometimes,-34.048138,-8.250967,-9.077106
Five,-16.647934,-5.049183,-32.087875
text,5.2972884,-10.930932,16.070787
¼,-36.739975,4.164871,27.743204
¼,-36.739975,4.164871,27.743204
explainers,15.524629,-19.167847,-23.32678
Five,-16.40499,-3.0830998,-32.824852
Graphs,14.662288,-19.692707,3.8013873
dozens,-25.222404,0.9706302,-6.295564
Sometimes,-33.82783,-7.632567,-9.134556
Five,-19.128277,-4.9642205,-33.85211
Small,-23.125189,-9.982778,8.222373
We,-32.541954,16.211727,-0.4406224
spread,40.969704,2.0078187,0.33920166
Instead,-12.425668,14.968796,-16.385468
One,-30.074867,-6.014344,0.97521913
Five,-19.128277,-4.9642205,-33.85211
Five,-42.923153,-11.98609,0.75387466
Five,-42.740875,-9.998107,1.1038824
Small,-24.695244,-11.3726425,6.7574315
Five,-19.128277,-4.9642205,-33.85211
Small,-23.079342,-9.095053,8.580551
makes,11.443376,-0.7265032,-24.2587
easier,-14.124933,0.87214226,-5.9902854
Five,-42.356537,-10.908269,-0.8656883
Small,-25.196054,-11.517754,7.622863
multiples,-25.642378,-0.8525565,-9.144065
approach,19.110714,-6.5863075,-11.601935
Five,-19.128277,-4.9642205,-33.85211
Small,-25.584051,-11.729186,6.764636
Once,-33.25952,-6.99769,-4.110767
charts,21.715199,-20.12978,4.939919
Small,-23.670185,-9.227886,7.842409
Five,-19.128277,-4.9642205,-33.85211
When,-14.372614,45.280373,2.0376396
Arrange,7.4726453,3.3119807,-18.741684
chart,27.2451,-16.208069,2.2375538
Small,-25.485203,-10.794405,6.9924083
Five,-42.923153,-11.98609,0.75387466
Five,-19.128277,-4.9642205,-33.85211
Whenever,-38.870914,-15.2798195,-7.778643
By,-3.6845553,17.182602,-7.0457244
colors,21.62892,-8.088873,11.092398
Five,-42.923153,-11.98609,0.75387466
PART,-18.769434,3.7086356,16.806116
Building,17.387146,32.57973,-14.989328
Making,8.731276,9.342372,2.495363
Making,9.698823,9.011692,3.3256445
Is,-24.809505,30.585363,-3.454729
Making,9.02229,9.212011,4.599433
This,-29.47722,1.6507301,-25.882307
In,-26.110628,37.195263,6.5440226
independent,-27.712667,-9.991686,1.2649971
Making,9.726854,10.218774,3.8634372
Lines,1.6820744,-11.706951,39.19994
inappropriate,-7.0281425,-0.57089424,-17.684652
Listing,13.321902,-0.5849466,20.366423
Making,8.336788,8.606339,3.661049
What,-20.849718,28.692884,-19.153059
Making,7.6895556,9.735765,3.4059594
Rank,0.34394804,-6.1396155,-1.2006309
Which,-16.684645,19.451765,-24.728865
Making,8.811472,10.564638,2.9821894
Remember,-8.604778,-10.535412,-22.851547
We,-33.60958,26.628677,8.202943
When,-13.381868,47.216766,8.234598
Visualizations,15.714593,-22.200092,-0.77905375
Building,30.959116,22.060028,6.2170014
Comparing,-15.390202,-22.513184,-34.44504
Time,-7.2551317,16.231619,25.260536
Distribution,46.594395,-3.0252883,4.904194
Geospatial,-3.4865954,-39.619194,-8.407619
